objName,objID,objInfoFlag,qualityFlag,raMean,decMean,epochMean,ng,nr,ni,nz,ny,gMeanApMag,gMeanApMagErr,rMeanApMag,rMeanApMagErr,iMeanApMag,iMeanApMagErr,zMeanApMag,zMeanApMagErr,yMeanApMag,yMeanApMagErr
PSO J167.4393-12.6630,92801674393164761,268959744,32,167.43932303,-12.66301558,56709.51322917,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.469900131225586,0.23674699664115906,-999.0,-999.0,-999.0,-999.0
PSO J167.4401-12.6588,92801674401059915,302067712,36,167.44012345,-12.65876497,56285.66350694,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.97089958190918,0.18760399520397186
PSO J167.4405-12.6666,92801674405180465,310456320,37,167.44053055,-12.66663476,56285.66350694,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.174699783325195,0.17311400175094604
PSO J167.4410-12.6650,92801674409982382,302067712,36,167.44101385,-12.66502276,56290.63743056,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.843799591064453,0.1973699927330017,-999.0,-999.0
PSO J167.4414-12.6630,92801674414114837,310456320,37,167.44142948,-12.66299607,56285.66350694,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.712499618530273,0.1819940060377121
PSO J167.4417-12.6624,92801674416525517,268513280,32,167.44165455,-12.66241587,55570.63616898,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.18429946899414,0.013155999593436718,-999.0,-999.0
PSO J167.4420-12.6647,92801674419372778,310456320,37,167.44195251,-12.66469258,56290.63743056,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.15850067138672,0.17490899562835693,-999.0,-999.0
PSO J167.4439-12.6639,92801674438913698,268959744,32,167.44389463,-12.66390601,55606.57704861,0,1,0,0,0,-999.0,-999.0,21.723400115966797,0.2379329949617386,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4443-12.6640,92801674442893546,268959744,32,167.44429718,-12.66403285,55606.58871528,0,1,0,0,0,-999.0,-999.0,21.69659996032715,0.2168159931898117,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4456-12.6670,92801674455760065,310456320,37,167.44556791,-12.66695364,57001.65084491,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,19.896099090576172,0.12758299708366394,-999.0,-999.0,-999.0,-999.0
PSO J167.4458-12.6620,92801674458215999,268959744,32,167.44582304,-12.66198507,56059.23626157,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4470-12.6591,92801674469849516,302067712,36,167.44697633,-12.65908622,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.132099151611328,0.1681559979915619,-999.0,-999.0
PSO J167.4471-12.6646,92801674471032952,302067712,36,167.44709953,-12.66455944,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.230300903320312,0.1926099956035614,-999.0,-999.0
PSO J167.4476-12.6668,92801674475950254,310456320,37,167.44758739,-12.66680043,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.574100494384766,0.16975200176239014,-999.0,-999.0
PSO J167.4490-12.6618,92801674490016247,302067712,36,167.4489978,-12.66181459,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.468900680541992,0.18057100474834442,-999.0,-999.0
PSO J167.4510-12.6652,92801674510292161,436527104,52,167.45094992112902,-12.665167871512896,56615.70290901013,8,9,12,5,0,21.686899185180664,0.13620400428771973,21.217599868774414,0.08993099629878998,21.272300720214844,0.10124000161886215,20.570999145507812,0.06283500045537949,-999.0,-999.0
PSO J167.4513-12.6606,92801674512927707,302067712,36,167.45128948,-12.6605998,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.75860023498535,0.19051699340343475,-999.0,-999.0
PSO J167.4519-12.6668,92801674518780251,1343750144,160,167.45187814,-12.66676629,56063.28880787,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4525-12.6647,92801674524602713,268959744,32,167.45247474,-12.66473395,55933.6405787,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.020000457763672,0.26736900210380554,-999.0,-999.0
PSO J167.4542-12.6659,92801674541851337,277348352,33,167.45419664,-12.6658801,56644.66206019,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.070199966430664,0.20240899920463562
PSO J167.4552-12.6624,92801674551445559,268959744,32,167.45515564,-12.66236284,56644.66206019,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.805299758911133,0.2268970012664795
PSO J167.4553-12.6659,92801674553381370,302067712,36,167.45533123,-12.66586232,56451.27403935,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.1737003326416,0.014337999746203423,-999.0,-999.0
PSO J167.4554-12.6654,92801674554201878,444915712,53,167.45542603656975,-12.665372567935705,56599.96155625138,5,12,18,11,10,21.625499725341797,0.09124699980020523,20.266700744628906,0.03701699897646904,19.771799087524414,0.03102800063788891,19.504100799560547,0.044009000062942505,19.037700653076172,0.08131799846887589
PSO J167.4558-12.6621,92801674558155851,436285440,52,167.45583133,-12.66213222,56290.63743056,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.140399932861328,0.18995800614356995,-999.0,-999.0
PSO J167.4558-12.6598,92801674558238638,268513280,32,167.45581747,-12.65980515,56358.38790509,0,1,0,0,0,-999.0,-999.0,18.866100311279297,0.008086999878287315,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4567-12.6587,92801674566929968,404226048,48,167.45669393,-12.65867013,56098.78974537,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4571-12.6613,92801674570766820,1343750144,160,167.45707756,-12.66129222,56098.78974537,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4575-12.6605,92801674574807829,310456320,37,167.45747575,-12.66049809,56721.45758102,1,0,0,0,0,20.898300170898438,0.1848510056734085,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4582-12.6611,92801674581647130,302067712,36,167.45815757,-12.66107705,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.069799423217773,0.2056639939546585,-999.0,-999.0
PSO J167.4608-12.6647,92801674608002871,302067712,36,167.46078551,-12.6647165,55702.89599537,2,0,0,0,0,20.810100555419922,0.36919501423835754,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4610-12.6650,92801674610132313,444915712,53,167.46103935471473,-12.66503085920231,56589.71963887223,5,12,18,13,12,21.159900665283203,0.10862299799919128,19.936500549316406,0.035255998373031616,19.445899963378906,0.04648299887776375,19.229299545288086,0.0505639985203743,18.89150047302246,0.10637199878692627
PSO J167.4618-12.6656,92801674618501714,302067712,36,167.46184996,-12.66558706,56422.27990741,1,0,0,0,0,21.977699279785156,0.1694290041923523,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4619-12.6659,92801674618941335,302067712,36,167.46188215,-12.66590199,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.20560073852539,0.1757040023803711,-999.0,-999.0
PSO J167.4621-12.6606,92801674620427639,268959744,32,167.46206141,-12.66062152,56644.64133102,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.41390037536621,0.2479500025510788,-999.0,-999.0
PSO J167.4624-12.6631,92801674624454674,302067712,36,167.46243509,-12.66311854,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.225200653076172,0.24492000043392181,-999.0,-999.0
PSO J167.4629-12.6644,92801674628533189,444915712,53,167.46285176437863,-12.664432564825779,56633.13237347783,2,12,18,11,4,20.87380027770996,0.28054800629615784,20.504600524902344,0.022677000612020493,20.224199295043945,0.035436000674963,19.88170051574707,0.04942300170660019,19.54829978942871,0.13366499543190002
PSO J167.4630-12.6650,92801674629812418,302067712,36,167.46298401,-12.66499027,56007.36077546,1,0,0,0,0,22.013999938964844,0.18683800101280212,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4634-12.6644,92801674634003107,302067712,36,167.46341811,-12.66443949,56285.66350694,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.899999618530273,0.1802240014076233
PSO J167.4635-12.6603,92801674635258060,302067712,36,167.46351901,-12.66030427,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.059499740600586,0.18392300605773926,-999.0,-999.0
PSO J167.4636-12.6665,92801674636220615,436527104,52,167.46363958808416,-12.666486929708345,56551.8029744347,12,12,15,9,1,20.858800888061523,0.07878399640321732,20.379199981689453,0.04343400150537491,20.28510093688965,0.027204999700188637,20.328399658203125,0.07273899763822556,19.96660041809082,0.15430499613285065
PSO J167.4648-12.6670,92801674646990019,444915712,53,167.46477055353893,-12.666982780292146,56519.48804545134,3,11,14,12,2,20.929399490356445,0.11787600070238113,20.047000885009766,0.06217699870467186,19.6382999420166,0.07964199781417847,19.473100662231445,0.049706000834703445,19.269500732421875,0.1557680070400238
PSO J167.4647-12.6633,92801674647504429,268959744,32,167.46474832,-12.66326542,55274.39321759,1,0,0,0,0,22.378799438476562,0.43832001090049744,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4650-12.6669,92801674650580081,302067712,36,167.46504676,-12.6669401,56715.44516204,1,0,0,0,0,21.488300323486328,0.16346600651741028,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4660-12.6617,92801674658416187,1343750144,160,167.46596063,-12.66166277,56098.78974537,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.98430061340332,0.3051230013370514,-999.0,-999.0,-999.0,-999.0
PSO J167.4662-12.6652,92801674661802155,302067712,36,167.4661964,-12.66520981,56290.63743056,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.860700607299805,0.19066999852657318,-999.0,-999.0
PSO J167.4663-12.6632,92801674662664533,444915712,53,167.4663273613993,-12.663137937627592,56895.54645984895,0,3,5,1,0,-999.0,-999.0,21.294599533081055,0.07074499875307083,21.17530059814453,0.1326889991760254,20.37339973449707,0.16321399807929993,-999.0,-999.0
PSO J167.4666-12.6643,92801674666443321,436285440,52,167.46658167,-12.66427297,56224.90332176,0,1,1,0,0,-999.0,-999.0,21.877599716186523,0.20342899858951569,20.921300888061523,0.1841520071029663,-999.0,-999.0,-999.0,-999.0
PSO J167.4672-12.6663,92801674671600805,268959744,32,167.46717456,-12.66632064,56422.27990741,1,0,0,0,0,23.064800262451172,0.3081139922142029,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4682-12.6665,92801674682010606,302067712,36,167.46818877,-12.6665072,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4720-12.6651,92801674719932267,268959744,32,167.47199183,-12.66506758,55274.39321759,1,0,0,0,0,21.365400314331055,0.44210898876190186,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4723-12.6667,92801674722460418,302067712,36,167.4722658,-12.66668169,56285.66350694,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.057600021362305,0.20740899443626404
PSO J167.4736-12.6658,92801674735631435,436527104,52,167.47359443450694,-12.665825382626288,56659.578473532085,10,10,17,12,4,21.30940055847168,0.057937998324632645,20.44969940185547,0.04394799843430519,20.045000076293945,0.034292999655008316,19.861600875854492,0.06731799989938736,19.920000076293945,0.0725099965929985
PSO J167.4738-12.6661,92801674738031141,302067712,36,167.47379485,-12.66607507,56016.38259259,1,0,0,0,0,21.99530029296875,0.15173600614070892,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4744-12.6615,92801674743966604,268513280,32,167.47439322,-12.66149149,56072.27701389,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.186199188232422,0.014632999897003174,-999.0,-999.0
PSO J167.4768-12.6658,92801674767891467,302067712,36,167.47680441,-12.66578122,56290.63743056,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.789600372314453,0.23400099575519562,-999.0,-999.0
PSO J167.4778-12.6669,92801674778060074,302067712,36,167.4778218,-12.66694164,56290.63743056,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.653900146484375,0.2774659991264343,-999.0,-999.0
PSO J167.4787-12.6608,92801674786587505,503635968,60,167.4786484737849,-12.66076316046667,56558.06774916069,6,9,14,12,12,20.443300247192383,0.05890600010752678,19.21489906311035,0.01038500014692545,18.299100875854492,0.00815299991518259,17.880399703979492,0.008190999738872051,17.63330078125,0.016311999410390854
PSO J167.4817-12.6606,92801674816527681,268959744,32,167.48167015,-12.66059126,56715.43288194,1,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4822-12.6594,92801674822079021,404226048,48,167.4822176,-12.65943817,56107.66497685,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4824-12.6627,92801674823635164,268959744,32,167.48235871,-12.66267708,56701.54728009,0,1,0,0,0,-999.0,-999.0,21.058399200439453,0.23883700370788574,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4829-12.6668,92801674828740215,268959744,32,167.48287438,-12.66677979,55267.42259259,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,19.326799392700195,0.016459999606013298,-999.0,-999.0,-999.0,-999.0
PSO J167.4830-12.6620,92801674829876029,404226048,48,167.48298955,-12.66195249,56098.78974537,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4854-12.6593,92801674853529257,268959744,32,167.48536345,-12.6592722,56007.36077546,1,0,0,0,0,22.908599853515625,0.2423110008239746,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4858-12.6655,92801674858331856,268513280,32,167.48583206,-12.6654659,56422.27990741,1,0,0,0,0,18.733400344848633,0.007796999998390675,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.4860-12.6637,92801674859703997,268513280,32,167.48597152,-12.66367077,55999.42149306,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,18.32699966430664,0.010792000219225883,-999.0,-999.0,-999.0,-999.0
PSO J167.4877-12.6594,92801674877449096,268959744,32,167.48774304,-12.6594061,55267.43130787,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.0044002532959,0.24832800030708313,-999.0,-999.0,-999.0,-999.0
PSO J167.4891-12.6604,92801674890397917,268959744,32,167.48905161,-12.66039496,57001.64277778,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,22.959400177001953,0.2664929926395416,-999.0,-999.0,-999.0,-999.0
PSO J167.0043-12.3599,93161670042998576,302067712,36,167.00425791,-12.35988375,56709.50100694,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.1968994140625,0.1746719926595688,-999.0,-999.0,-999.0,-999.0
PSO J167.0044-12.3645,93161670044523067,302067712,36,167.0044144,-12.36448886,55675.27780093,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.255699157714844,0.31577199697494507,-999.0,-999.0
PSO J167.0049-12.3661,93161670049451110,268959744,32,167.00494357,-12.36606181,55333.26924769,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0062-12.3631,93161670062624774,310456320,37,167.00623914,-12.36305324,56007.38721065,0,2,0,0,0,-999.0,-999.0,20.15730094909668,0.034272000193595886,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0070-12.3638,93161670070633849,310456320,37,167.00703431,-12.36382034,55999.40899306,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.268800735473633,0.1456339955329895,-999.0,-999.0,-999.0,-999.0
PSO J167.0073-12.3625,93161670072945398,310456320,37,167.00726342,-12.36252939,55999.40899306,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.507400512695312,0.17433500289916992,-999.0,-999.0,-999.0,-999.0
PSO J167.0074-12.3644,93161670074303112,268959744,32,167.00744704,-12.36439083,55590.5212037,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0075-12.3640,93161670075583691,310456320,37,167.00753376,-12.36395531,56007.38146991,0,1,0,0,0,-999.0,-999.0,21.03059959411621,0.15853199362754822,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0090-12.3648,93161670089882583,268959744,32,167.00900344,-12.36483007,55590.50946759,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0089-12.3602,93161670090668116,404226048,48,167.00890145,-12.36019492,56266.7337963,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0098-12.3651,93161670097422261,268959744,32,167.00975936,-12.3651,55590.5212037,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0102-12.3665,93161670102100588,302067712,36,167.01015582,-12.36653858,57038.59710648,0,1,0,0,0,-999.0,-999.0,21.685800552368164,0.14585399627685547,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0118-12.3651,93161670118022246,268959744,32,167.01180491,-12.36512356,57001.64277778,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,23.4591007232666,0.25150400400161743,-999.0,-999.0,-999.0,-999.0
PSO J167.0121-12.3645,93161670120212893,268959744,32,167.01208502,-12.3645367,57001.64543981,0,0,3,0,0,-999.0,-999.0,-999.0,-999.0,23.202999114990234,0.3751879930496216,-999.0,-999.0,-999.0,-999.0
PSO J167.0127-12.3599,93161670126078361,268959744,32,167.01269354,-12.35992375,57001.64519676,0,0,2,0,0,-999.0,-999.0,-999.0,-999.0,22.841800689697266,0.1656160056591034,-999.0,-999.0,-999.0,-999.0
PSO J167.0128-12.3592,93161670129159352,268959744,32,167.01280641,-12.3591609,56701.55584491,0,2,0,0,0,-999.0,-999.0,22.449800491333008,0.00030499999411404133,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0146-12.3643,93161670146723326,268513280,32,167.01463541,-12.36425488,55274.40244213,1,0,0,0,0,18.433799743652344,0.011342000216245651,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0168-12.3650,93161670168472366,302067712,36,167.01681942,-12.36504753,56371.35260417,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,20.74519920349121,0.18805600702762604,-999.0,-999.0,-999.0,-999.0
PSO J167.0170-12.3607,93161670170447550,436527104,52,167.01696925760206,-12.360746861151386,56507.34303892344,1,2,13,11,4,23.344600677490234,0.2810479998588562,22.078800201416016,0.016522999852895737,21.125900268554688,0.070701003074646,20.576400756835938,0.05234700068831444,20.213300704956055,0.10264900326728821
PSO J167.0172-12.3627,93161670171835131,268959744,32,167.01718574,-12.36271554,57038.58784722,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0180-12.3650,93161670180412410,302067712,36,167.01801211,-12.36502658,55590.50946759,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.10650062561035,0.3194029927253723
PSO J167.0180-12.3607,93161670180747632,268513280,32,167.01804309,-12.36067115,56358.38790509,0,1,0,0,0,-999.0,-999.0,19.021499633789062,0.009224999696016312,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0191-12.3622,93161670191075763,268959744,32,167.01910621,-12.36217803,56701.54728009,0,1,0,0,0,-999.0,-999.0,22.227100372314453,0.3620989918708801,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0198-12.3654,93161670198381833,268959744,32,167.01981658,-12.36544914,57038.59710648,0,1,0,0,0,-999.0,-999.0,22.087299346923828,0.20854799449443817,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0202-12.3619,93161670202716095,276901888,33,167.02023985,-12.3619416,56701.54728009,0,1,0,0,0,-999.0,-999.0,17.6156005859375,0.01191600039601326,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0212-12.3645,93161670211933011,302067712,36,167.0211734,-12.36451142,56701.55894676,0,1,0,0,0,-999.0,-999.0,22.099000930786133,0.1648769974708557,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0215-12.3588,93161670215149820,268959744,32,167.0215158,-12.35880588,57038.58784722,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0216-12.3622,93161670215605781,404226048,48,167.02159055,-12.36216102,56344.64703704,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0217-12.3594,93161670216419095,1343750144,160,167.02165396,-12.35940193,56502.33679398,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0225-12.3604,93161670224957897,1343750144,160,167.02250857,-12.36039807,56577.69644676,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0226-12.3593,93161670225869239,268959744,32,167.02259124,-12.35928814,57038.59854167,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0234-12.3617,93161670235036372,302067712,36,167.02343854,-12.36171415,57038.60806713,0,1,0,0,0,-999.0,-999.0,21.342199325561523,0.11727900058031082,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0247-12.3622,93161670247435701,268959744,32,167.02474554,-12.36223864,55268.45321759,0,1,0,0,0,-999.0,-999.0,21.853200912475586,0.25883498787879944,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0267-12.3632,93161670266094547,444915712,53,167.02665281221147,-12.363199379401507,56691.91471747717,0,9,13,6,0,-999.0,-999.0,20.65999984741211,0.07810600101947784,20.409400939941406,0.04698700085282326,20.221099853515625,0.0702579990029335,-999.0,-999.0
PSO J167.0266-12.3620,93161670266405974,310456320,37,167.02660989,-12.36204354,56290.63743056,0,0,0,2,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.104299545288086,0.16544899344444275,-999.0,-999.0
PSO J167.0267-12.3614,93161670268156707,503636096,60,167.02674884625432,-12.361408092516145,56669.5653676761,11,8,18,9,8,20.364099502563477,0.04247000068426132,19.081899642944336,0.0018149999668821692,17.716899871826172,0.007770999800413847,17.08329963684082,0.004315000027418137,16.751100540161133,0.002974000060930848
PSO J167.0273-12.3644,93161670273253146,444915712,53,167.0273038487053,-12.364373105449921,56669.79566910256,12,15,17,11,1,20.51409912109375,0.04933499917387962,20.188499450683594,0.027356000617146492,20.014299392700195,0.057693999260663986,19.818199157714844,0.053571999073028564,19.594999313354492,0.13401399552822113
PSO J167.0287-12.3642,93161670287733474,436527104,52,167.0287340290888,-12.364222943201975,56791.37122293466,0,4,3,0,0,-999.0,-999.0,21.585399627685547,0.20490799844264984,21.3262996673584,0.29520300030708313,-999.0,-999.0,-999.0,-999.0
PSO J167.0310-12.3607,93161670310127547,268959744,32,167.03101967,-12.36069729,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.84510040283203,0.26259198784828186,-999.0,-999.0
PSO J167.0315-12.3617,93161670315356364,268959744,32,167.03154265,-12.36168234,56290.64820602,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.43939971923828,0.1917939931154251,-999.0,-999.0
PSO J167.0322-12.3619,93161670322236106,310456320,37,167.03220955,-12.3619364,56007.35472222,1,0,0,0,0,20.447799682617188,0.17775900661945343,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0324-12.3642,93161670323563339,277348352,33,167.03235853,-12.3642062,55268.45321759,0,1,0,0,0,-999.0,-999.0,21.7593994140625,0.33462101221084595,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0342-12.3657,93161670342841522,404226048,48,167.0342109,-12.36566062,56266.7337963,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0356-12.3634,93161670355584149,1343750144,160,167.03556182,-12.36340552,56207.83304398,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0356-12.3600,93161670355738362,268959744,32,167.03557195,-12.36001696,56709.48876157,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,22.277099609375,0.25777900218963623,-999.0,-999.0,-999.0,-999.0
PSO J167.0375-12.3663,93161670375350875,268513280,32,167.03752814,-12.36629684,56007.36077546,1,0,0,0,0,18.297100067138672,0.005253000184893608,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0391-12.3625,93161670391605421,310456320,37,167.03912048,-12.36249627,56644.66206019,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.2189998626709,0.19383199512958527
PSO J167.0408-12.3663,93161670407610792,277348352,33,167.04076411,-12.36632806,55268.45321759,0,1,0,0,0,-999.0,-999.0,21.417299270629883,0.2579349875450134,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0416-12.3664,93161670416410667,1343750144,160,167.04164219,-12.36642381,56137.09341435,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0435-12.3616,93161670435026631,268959744,32,167.0434869,-12.36163332,56252.3428125,1,0,0,1,0,22.044200897216797,0.21380400657653809,-999.0,-999.0,-999.0,-999.0,23.616500854492188,0.3712790012359619,-999.0,-999.0
PSO J167.0437-12.3597,93161670436568707,268959744,32,167.04366538,-12.35973292,56358.37576389,1,0,0,0,0,22.456899642944336,0.1919180005788803,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
PSO J167.0441-12.3645,93161670441513037,302067712,36,167.0441348,-12.3644863,56701.55894676,0,1,0,0,0,-999.0,-999.0,20.486099243164062,0.2252500057220459,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
