 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage
 1.11596E+08  3.112  3.709  1.807  8.173  3.754  0.396 4.94E-1 8.45E-2 0.0899 0.2223  2.918 0.2067 0.2237  2.672 0.0000 0.0352  0.000 -0.888  0.0000  LpT     
 1.14529E+08  3.116  3.694  1.742  8.208  3.780  0.181 5.72E-1 2.22E-1 0.0950 0.2296  2.840 0.2136 0.2306  2.794 0.0000 0.0430  0.000 -0.583  0.0000          
 1.15308E+08  3.093  3.679  1.708  8.222  3.802  0.129 5.62E-1 2.84E-1 0.0958 0.2312  2.765 0.2152 0.2315  2.824 0.0000 0.0462  0.000 -0.430  0.0000          
 1.15997E+08  3.060  3.666  1.690  8.238  3.837  0.083 5.34E-1 3.57E-1 0.0966 0.2317  2.654 0.2166 0.2317  2.849 0.0000 0.0491  0.000 -0.241  0.0000          
 1.17133E+08  3.055  3.651  1.634  8.287  3.971  0.016 4.22E-1 5.37E-1 0.0924 0.2322  2.574 0.2185 0.2309  2.874 0.0000 0.0549  0.000  0.096  0.0000          
 1.17369E+08  3.104  3.643  1.551  8.337  4.135  0.001 3.82E-1 5.91E-1 0.0755 0.2324  2.707 0.2190 0.2292  2.772 0.0000 0.0567  0.000  0.465  0.0000          
 1.17399E+08  3.142  3.638  1.495  8.371  4.273  0.000 3.78E-1 5.96E-1 0.0297 0.2323  2.803 0.2192 0.2282  1.969 0.0000 0.1241  0.000  0.710  0.0000  Ehe     
 1.17416E+08  3.199  3.632  1.415  8.392  4.433  0.000 3.79E-1 5.96E-1 0.0000 0.2323  2.863 0.2192 0.2275  2.344 0.0421 0.1326  0.000  0.915  0.0000          
 1.17555E+08  3.272  3.625  1.313  8.387  4.851  0.000 3.79E-1 5.96E-1 0.0000 0.2323  0.050 0.2196 0.2259  3.274 0.0579 0.1349  0.000  0.874  0.0000          
 1.17617E+08  3.338  3.619  1.224  8.393  4.966  0.000 3.79E-1 5.96E-1 0.0000 0.2323  0.000 0.2196 0.2244  3.334 0.0624 0.1360  0.000  1.094  0.0000          
 1.17711E+08  3.408  3.614  1.130  8.403  5.110  0.000 3.79E-1 5.96E-1 0.0000 0.2323  0.000 0.2196 0.2226  3.399 0.0711 0.1378  0.000  1.221  0.0000          
 1.17798E+08  3.467  3.609  1.051  8.416  5.229  0.000 3.79E-1 5.96E-1 0.0000 0.2323  0.000 0.2196 0.0000  3.455 0.0804 0.1396  0.000  1.348  0.0000          
 1.17884E+08  3.537  3.603  0.960  8.433  5.352  0.000 3.79E-1 5.96E-1 0.0000 0.2323  0.000 0.2196 0.0000  3.524 0.0899 0.1415  0.000  1.524  0.0000          
 1.17944E+08  3.595  3.599  0.883  8.450  5.449  0.000 3.79E-1 5.96E-1 0.0000 0.2323  0.000 0.2196 0.0000  3.580 0.0957 0.1434  0.000  1.682  0.0000          
 1.17998E+08  3.655  3.594  0.803  8.467  5.547  0.000 3.79E-1 5.96E-1 0.0000 0.2308  0.000 0.2196 0.0000  3.633 0.1024 0.1450  0.000  1.856  0.0000          
 1.18044E+08  3.712  3.589  0.726  8.482  5.645  0.000 3.79E-1 5.96E-1 0.0000 0.2285  0.000 0.2196 0.0000  3.684 0.1118 0.1469  0.000  2.032  0.0000          
 1.18085E+08  3.769  3.583  0.646  8.495  5.744  0.000 3.79E-1 5.96E-1 0.0000 0.2267  0.000 0.2196 0.0000  3.742 0.1183 0.1486  0.000  2.208  0.0000          
 1.18120E+08  3.826  3.577  0.567  8.504  5.848  0.000 3.79E-1 5.96E-1 0.0000 0.2251  0.000 0.2196 0.0000  3.798 0.1247 0.1511  0.000  2.383  0.0045          
 1.18154E+08  3.883  3.572  0.488  8.504  5.963  0.000 3.79E-1 5.96E-1 0.0000 0.2231  0.000 0.2196 0.0000  3.854 0.1313 0.1530  0.000  2.571  0.0151          
 1.18188E+08  3.939  3.566  0.410  8.492  6.107  0.000 3.79E-1 5.96E-1 0.0000 0.2109  0.000 0.2109 0.0000  3.904 0.1385 0.1554  0.000  2.789  0.0307          
 1.18216E+08  3.997  3.562  0.333  8.463  6.253  0.000 3.79E-1 5.96E-1 0.0000 0.1915  0.000 0.1915 0.0000  3.957 0.1452 0.1580  0.000  2.984  0.0475          
 1.18235E+08  4.054  3.556  0.255  8.428  6.365  0.000 3.79E-1 5.96E-1 0.0000 0.1825  0.000 0.1825 0.0000  4.008 0.1499 0.1603  0.000  3.116  0.0602          
 1.18250E+08  4.110  3.550  0.176  8.388  6.467  0.000 3.79E-1 5.96E-1 0.0000 0.1778  0.000 0.1778 0.0000  4.056 0.1541 0.1624  0.000  3.220  0.0725          
 1.18265E+08  4.166  3.544  0.095  8.344  6.570  0.000 3.79E-1 5.96E-1 0.0000 0.1750  0.000 0.1750 0.0000  4.099 0.1583 0.1648  0.000  3.311  0.0857          
 1.18279E+08  4.221  3.538  0.014  8.300  6.679  0.000 3.79E-1 5.96E-1 0.0000 0.1735  0.000 0.1735 0.0000  4.157 0.1626 0.1677  0.000  3.388  0.1004          
 1.18297E+08  4.163  3.544  0.097  8.246  6.824  0.000 3.79E-1 5.96E-1 0.0000 0.1727  0.000 0.1727 0.1727  4.076 0.1684 0.1716  0.000  3.457  0.1172          
 1.18299E+08  4.101  3.552  0.189  8.240  6.841  0.000 3.79E-1 5.96E-1 0.0000 0.1727  1.999 0.1727 0.1728  3.996 0.1689 0.1719  0.000  3.461  0.1190          
 1.18303E+08  4.156  3.545  0.108  8.230  6.866  0.000 3.79E-1 5.96E-1 0.0000 0.1728  3.800 0.1727 0.1728  3.775 0.1695 0.1722  0.000  3.462  0.1221          
 1.18307E+08  4.209  3.539  0.030  8.218  6.894  0.000 3.79E-1 5.96E-1 0.0000 0.1729  4.014 0.1728 0.1729  3.641 0.1701 0.1724  0.000  3.449  0.1246  C=0.8643
