    HJD      Phase   Vdmag
52155.82881 0.48120 -0.199
52155.82984 0.48139 -0.185
52155.83089 0.48158 -0.167
52155.83193 0.48177 -0.183
52155.83297 0.48196 -0.189
52155.83400 0.48215 -0.177
52155.83504 0.48233 -0.170
52155.83607 0.48252 -0.163
52155.83711 0.48271 -0.173
52155.83813 0.48290 -0.169
52155.83917 0.48308 -0.167
52155.84020 0.48327 -0.168
52155.84127 0.48347 -0.163
52155.84231 0.48366 -0.151
52155.84334 0.48384 -0.159
52155.84439 0.48403 -0.148
52155.84544 0.48422 -0.146
52155.84647 0.48441 -0.151
52155.84752 0.48460 -0.137
52155.84855 0.48479 -0.142
52155.84959 0.48498 -0.142
52155.85063 0.48517 -0.140
52155.85167 0.48536 -0.123
52155.85271 0.48554 -0.135
52155.85375 0.48573 -0.130
52155.85478 0.48592 -0.124
52155.85581 0.48611 -0.120
52155.85686 0.48630 -0.108
52155.85790 0.48649 -0.110
52155.85894 0.48668 -0.102
52155.85998 0.48686 -0.105
52155.86102 0.48705 -0.094
52155.86205 0.48724 -0.102
52155.86310 0.48743 -0.082
52155.86414 0.48762 -0.097
52155.86517 0.48781 -0.105
52155.86621 0.48800 -0.083
52155.86724 0.48818 -0.076
52155.86828 0.48837 -0.071
52155.86932 0.48856 -0.067
52155.87036 0.48875 -0.065
52155.87139 0.48894 -0.067
52155.87244 0.48913 -0.057
52155.87347 0.48931 -0.054
52155.87453 0.48951 -0.060
52155.87558 0.48970 -0.052
52155.87661 0.48989 -0.046
52155.87764 0.49007 -0.046
52155.87871 0.49027 -0.046
52155.87975 0.49046 -0.017
52155.88078 0.49064 -0.011
52155.88182 0.49083 -0.016
52155.88286 0.49102 -0.034
52155.88391 0.49121 -0.015
52155.88495 0.49140 -0.012
52155.88599 0.49159 -0.019
52155.88702 0.49178 -0.026
52155.88810 0.49197 -0.015
52155.88913 0.49216 -0.012
52155.89017 0.49235 -0.011
52155.89120 0.49254 -0.015
52155.89223 0.49272  0.002
52155.89327 0.49291  0.003
52155.89431 0.49310  0.007
52155.89535 0.49329 -0.001
52155.89638 0.49348  0.001
52155.89741 0.49366 -0.004
52155.89844 0.49385  0.005
52155.89949 0.49404  0.011
52155.90053 0.49423  0.017
52155.90157 0.49442  0.004
52155.90261 0.49461  0.009
52155.90364 0.49479  0.003
52155.90468 0.49498  0.017
52155.90574 0.49518  0.024
52155.90678 0.49537  0.021
52155.90782 0.49555  0.013
52155.90885 0.49574  0.020
52155.90989 0.49593  0.016
52155.91092 0.49612  0.019
52155.91196 0.49631  0.006
52155.91300 0.49649  0.012
52155.91403 0.49668  0.016
52155.91506 0.49687  0.002
52155.91612 0.49706  0.019
52155.91715 0.49725  0.005
52155.91819 0.49744  0.052
52155.91922 0.49762  0.019
52155.92026 0.49781  0.041
52155.92129 0.49800  0.019
52155.92233 0.49819  0.023
52155.92338 0.49838  0.013
52155.92442 0.49857  0.014
52155.92546 0.49876  0.007
52155.92651 0.49895  0.026
52155.92754 0.49914  0.017
52155.92858 0.49932  0.004
52155.92961 0.49951  0.018
52155.93066 0.49970  0.010
52155.93170 0.49989  0.008
52155.93274 0.50008 -0.006
52155.93377 0.50027  0.012
52155.93481 0.50046  0.015
52155.93585 0.50065  0.014
52155.93689 0.50083  0.015
52155.93794 0.50102  0.010
52155.93898 0.50121  0.023
52155.94002 0.50140  0.014
52155.94105 0.50159  0.009
52155.94209 0.50178  0.010
52155.94313 0.50197  0.006
52155.94417 0.50216  0.011
52155.94522 0.50235  0.018
52155.94625 0.50253  0.018
52155.94729 0.50272  0.016
52155.94834 0.50291  0.042
52155.94937 0.50310  0.026
52155.95040 0.50329  0.013
52155.95144 0.50348  0.006
52155.95247 0.50366 -0.002
52155.95350 0.50385  0.021
52155.95455 0.50404 -0.010
52155.95556 0.50423  0.014
52155.95662 0.50442  0.010
52155.95767 0.50461  0.027
52155.95871 0.50480  0.014
52155.95974 0.50498  0.022
52155.96077 0.50517  0.009
52155.96180 0.50536  0.006
52155.96282 0.50554 -0.006
52155.96386 0.50573  0.048
52155.96490 0.50592  0.008
52155.96593 0.50611  0.034
52166.71232 0.45806 -0.328
52166.71334 0.45824 -0.329
52166.71436 0.45843 -0.342
52166.71537 0.45861 -0.336
52166.71639 0.45880 -0.346
52166.71741 0.45898 -0.347
52166.71843 0.45917 -0.331
52166.71945 0.45935 -0.328
52166.72047 0.45954 -0.338
52166.72150 0.45972 -0.334
52166.72252 0.45991 -0.328
52166.72353 0.46009 -0.345
52166.72456 0.46028 -0.319
52166.72558 0.46046 -0.343
52166.72660 0.46065 -0.340
52166.72763 0.46084 -0.339
52166.72865 0.46102 -0.337
52166.72967 0.46121 -0.341
52166.73070 0.46139 -0.335
52166.73172 0.46158 -0.345
52166.73272 0.46176 -0.335
52166.73376 0.46195 -0.330
52166.73479 0.46214 -0.339
52166.73582 0.46232 -0.323
52166.73683 0.46251 -0.329
52166.73785 0.46269 -0.344
52166.73888 0.46288 -0.336
52166.73990 0.46307 -0.342
52166.74092 0.46325 -0.353
52166.74194 0.46344 -0.344
52166.74296 0.46362 -0.345
52166.74398 0.46381 -0.339
52166.74499 0.46399 -0.339
52166.74601 0.46418 -0.339
52166.74702 0.46436 -0.314
52166.74804 0.46454 -0.321
52166.74906 0.46473 -0.335
52166.75008 0.46491 -0.339
52166.75109 0.46510 -0.301
52166.75211 0.46528 -0.326
52166.75314 0.46547 -0.329
52166.75416 0.46566 -0.319
52166.75518 0.46584 -0.338
52166.75620 0.46603 -0.334
52166.75722 0.46621 -0.327
52166.75823 0.46640 -0.291
52166.75927 0.46658 -0.321
52166.76028 0.46677 -0.308
52166.76233 0.46714 -0.317
52166.76334 0.46732 -0.301
52166.76436 0.46751 -0.312
52166.76539 0.46770 -0.310
52166.76639 0.46788 -0.335
52166.76743 0.46807 -0.313
52166.76844 0.46825 -0.327
52166.76946 0.46843 -0.315
52166.77049 0.46862 -0.295
52166.77151 0.46881 -0.310
52166.77253 0.46899 -0.304
52166.77355 0.46918 -0.317
52166.77457 0.46936 -0.328
52166.77559 0.46955 -0.309
52166.77660 0.46973 -0.320
52166.77762 0.46992 -0.321
52166.77864 0.47010 -0.318
52166.77966 0.47029 -0.326
52166.78068 0.47047 -0.288
52166.78274 0.47085 -0.324
52166.78378 0.47104 -0.302
52166.78480 0.47122 -0.274
52166.78583 0.47141 -0.298
52166.78685 0.47159 -0.301
52166.78787 0.47178 -0.316
52166.78888 0.47196 -0.316
52166.78990 0.47215 -0.302
52166.79092 0.47233 -0.312
52166.79194 0.47252 -0.311
52166.79297 0.47271 -0.293
52166.79398 0.47289 -0.306
52166.79500 0.47307 -0.307
52166.79601 0.47326 -0.298
52166.79703 0.47344 -0.297
52166.79805 0.47363 -0.303
52166.79907 0.47381 -0.303
52166.80009 0.47400 -0.285
52166.80111 0.47418 -0.286
52166.80213 0.47437 -0.293
52166.80316 0.47456 -0.289
52166.80416 0.47474 -0.273
52166.80518 0.47492 -0.272
52166.80621 0.47511 -0.276
52166.80723 0.47530 -0.282
52166.80824 0.47548 -0.275
52166.80925 0.47566 -0.253
52166.81027 0.47585 -0.266
52166.81130 0.47603 -0.269
52166.81231 0.47622 -0.255
52166.81333 0.47640 -0.271
52166.81436 0.47659 -0.260
52166.81538 0.47678 -0.259
52166.81641 0.47696 -0.255
52166.81743 0.47715 -0.250
52166.81848 0.47734 -0.256
52166.81950 0.47752 -0.252
52166.82052 0.47771 -0.241
52166.82154 0.47789 -0.249
52166.82255 0.47808 -0.249
52166.82357 0.47826 -0.252
52166.82460 0.47845 -0.244
52166.82563 0.47864 -0.242
52166.82666 0.47882 -0.230
52166.82769 0.47901 -0.232
52166.82871 0.47920 -0.229
52166.82973 0.47938 -0.228
52166.83075 0.47957 -0.227
52166.83177 0.47975 -0.223
52166.83279 0.47994 -0.226
52166.83380 0.48012 -0.214
52166.83482 0.48031 -0.212
52166.83584 0.48049 -0.203
52166.83687 0.48068 -0.201
52166.83790 0.48087 -0.202
52166.83891 0.48105 -0.201
52166.83993 0.48123 -0.201
52166.84095 0.48142 -0.201
52166.84198 0.48161 -0.193
52166.84302 0.48180 -0.192
52166.84405 0.48198 -0.180
52166.84507 0.48217 -0.170
52166.84610 0.48236 -0.174
52166.84711 0.48254 -0.165
52166.84815 0.48273 -0.166
52166.84916 0.48291 -0.162
52166.85018 0.48310 -0.164
52166.85119 0.48328 -0.153
52166.85221 0.48347 -0.154
52166.85324 0.48365 -0.158
52166.85424 0.48383 -0.150
52166.85526 0.48402 -0.145
52166.85628 0.48420 -0.139
52166.85731 0.48439 -0.152
52166.85832 0.48458 -0.136
52166.85935 0.48476 -0.129
52166.86037 0.48495 -0.128
52166.86141 0.48514 -0.126
52166.86243 0.48532 -0.135
52166.86346 0.48551 -0.136
52166.86448 0.48569 -0.124
52166.86550 0.48588 -0.110
52166.86651 0.48606 -0.120
52166.86754 0.48625 -0.105
52166.86857 0.48644 -0.109
52166.86959 0.48662 -0.115
52166.87061 0.48681 -0.105
52166.87162 0.48699 -0.109
52166.87265 0.48718 -0.094
52166.87366 0.48736 -0.090
52166.87469 0.48755 -0.094
52166.87570 0.48773 -0.081
52166.87672 0.48792 -0.084
52166.87775 0.48810 -0.068
52166.87877 0.48829 -0.090
52166.87979 0.48848 -0.064
52166.88081 0.48866 -0.068
52166.88183 0.48885 -0.057
52166.88285 0.48903 -0.061
52166.88388 0.48922 -0.045
52166.88489 0.48940 -0.055
52166.88591 0.48959 -0.042
52166.88694 0.48977 -0.055
52166.88796 0.48996 -0.044
52166.88899 0.49015 -0.040
52166.89001 0.49033 -0.039
52166.89103 0.49052 -0.042
52166.89205 0.49070 -0.031
52166.89308 0.49089 -0.026
52166.89410 0.49107 -0.022
52166.89511 0.49126 -0.038
52166.89614 0.49144 -0.027
52166.89719 0.49164 -0.020
52166.89822 0.49182 -0.011
52166.89923 0.49201 -0.016
52166.90025 0.49219 -0.024
52166.90127 0.49238 -0.008
52166.90230 0.49256 -0.015
52166.90332 0.49275 -0.006
52166.90434 0.49293 -0.002
52166.90537 0.49312  0.007
52166.90639 0.49331  0.002
52166.90741 0.49349 -0.007
52166.90842 0.49368  0.003
52166.90945 0.49386  0.016
52166.91047 0.49405 -0.002
52166.91150 0.49423  0.009
52166.91252 0.49442  0.011
52166.91354 0.49461  0.003
52166.91456 0.49479  0.004
52166.91558 0.49498  0.016
52166.91661 0.49516  0.006
52166.91763 0.49535  0.013
52166.91867 0.49554 -0.006
52166.91969 0.49572  0.002
52166.92071 0.49591  0.016
52166.92174 0.49609  0.013
52166.92275 0.49628  0.011
52166.92378 0.49647  0.010
52166.92480 0.49665  0.019
52166.92582 0.49684  0.006
52166.92684 0.49702  0.015
52166.92786 0.49721  0.022
52166.92888 0.49739  0.019
52166.92990 0.49758  0.003
52166.93093 0.49776  0.004
52166.93194 0.49795  0.009
52166.93296 0.49813  0.014
52166.93398 0.49832  0.005
52166.93500 0.49850  0.003
52166.93603 0.49869  0.026
52166.93704 0.49887  0.012
52166.93806 0.49906  0.016
52166.93907 0.49924  0.004
52166.94009 0.49943  0.017
52166.94111 0.49961  0.022
52166.94213 0.49980  0.004
52166.94317 0.49999  0.006
52166.94419 0.50017  0.019
52166.94523 0.50036  0.005
52166.94626 0.50055  0.012
52166.94728 0.50073  0.007
52166.94830 0.50092  0.017
52166.94932 0.50110  0.017
52166.95034 0.50129  0.017
52166.95135 0.50147  0.010
52166.95238 0.50166 -0.001
52166.95340 0.50185  0.017
52166.95442 0.50203  0.018
52166.95545 0.50222  0.014
52166.95647 0.50240  0.002
52166.95749 0.50259  0.015
52172.54896 0.51821 -0.184
52172.54987 0.51837 -0.185
52172.55078 0.51854 -0.186
52172.55171 0.51871 -0.193
52172.55264 0.51888 -0.205
52172.55357 0.51905 -0.208
52172.55450 0.51922 -0.207
52172.55543 0.51938 -0.210
52172.55634 0.51955 -0.212
52172.55729 0.51972 -0.210
52172.55821 0.51989 -0.217
52172.55912 0.52005 -0.220
52172.56005 0.52022 -0.226
52172.56097 0.52039 -0.222
52172.56189 0.52056 -0.230
52172.56280 0.52072 -0.225
52172.56372 0.52089 -0.218
52172.56463 0.52105 -0.229
52172.56555 0.52122 -0.226
52172.56647 0.52139 -0.234
52172.56739 0.52156 -0.243
52172.56831 0.52172 -0.244
52172.56923 0.52189 -0.235
52172.57015 0.52206 -0.251
52172.57107 0.52222 -0.257
52172.57199 0.52239 -0.260
52172.57291 0.52256 -0.260
52172.57383 0.52273 -0.267
52172.57475 0.52289 -0.263
52172.57566 0.52306 -0.270
52172.57659 0.52323 -0.267
52172.57750 0.52339 -0.277
52172.57842 0.52356 -0.273
52172.57933 0.52373 -0.272
52172.58026 0.52389 -0.279
52172.58121 0.52407 -0.274
52172.58212 0.52423 -0.274
52172.58305 0.52440 -0.278
52172.58396 0.52457 -0.279
52172.58489 0.52473 -0.282
52172.58581 0.52490 -0.282
52172.58673 0.52507 -0.284
52172.58766 0.52524 -0.290
52172.58858 0.52541 -0.302
52172.58950 0.52557 -0.298
52172.59043 0.52574 -0.298
52172.59134 0.52591 -0.302
52172.59229 0.52608 -0.294
52172.59322 0.52625 -0.308
52172.59413 0.52641 -0.305
52172.59505 0.52658 -0.306
52172.59599 0.52675 -0.312
52172.59691 0.52692 -0.307
52172.59784 0.52709 -0.314
52172.59875 0.52725 -0.313
52172.59970 0.52743 -0.308
52172.60060 0.52759 -0.319
52172.60153 0.52776 -0.307
52172.60246 0.52793 -0.320
52172.60336 0.52809 -0.319
52172.60430 0.52826 -0.315
52172.60521 0.52843 -0.325
52172.60615 0.52860 -0.324
52172.60707 0.52876 -0.326
52172.60800 0.52893 -0.330
52172.60893 0.52910 -0.335
52172.60985 0.52927 -0.329
52172.61077 0.52944 -0.332
52172.61169 0.52960 -0.332
52172.61262 0.52977 -0.337
52172.61354 0.52994 -0.336
52172.61446 0.53011 -0.333
52172.61538 0.53027 -0.333
52172.61630 0.53044 -0.341
52172.61723 0.53061 -0.339
52172.61815 0.53078 -0.337
52172.61908 0.53095 -0.339
52172.62001 0.53111 -0.339
52172.62093 0.53128 -0.338
52172.62185 0.53145 -0.343
52172.62277 0.53162 -0.344
52172.62368 0.53178 -0.342
52172.62461 0.53195 -0.340
52172.62554 0.53212 -0.345
52172.62645 0.53228 -0.337
52172.62736 0.53245 -0.345
52172.62924 0.53279 -0.345
52172.63017 0.53296 -0.351
52172.63109 0.53313 -0.343
52172.63202 0.53330 -0.344
52172.63294 0.53346 -0.343
52172.63387 0.53363 -0.342
52172.63480 0.53380 -0.332
52172.63571 0.53397 -0.344
52172.63664 0.53413 -0.333
52172.63756 0.53430 -0.330
52172.63848 0.53447 -0.339
52172.63939 0.53463 -0.340
52172.64032 0.53480 -0.327
52172.64124 0.53497 -0.339
52172.64216 0.53514 -0.348
52172.64309 0.53531 -0.342
52172.64401 0.53547 -0.338
52172.64493 0.53564 -0.347
52172.64587 0.53581 -0.345
52172.64680 0.53598 -0.340
52172.64771 0.53615 -0.348
52172.64865 0.53632 -0.332
52172.64958 0.53649 -0.339
52172.65050 0.53665 -0.348
52172.65142 0.53682 -0.345
52172.65235 0.53699 -0.349
52172.65327 0.53716 -0.347
52172.65419 0.53732 -0.339
52172.65512 0.53749 -0.352
52172.65605 0.53766 -0.353
52172.65696 0.53783 -0.341
52172.65791 0.53800 -0.354
52172.65882 0.53816 -0.341
52172.65974 0.53833 -0.342
52172.66065 0.53850 -0.337
52172.66158 0.53866 -0.341
52172.66249 0.53883 -0.351
52172.66341 0.53900 -0.341
52172.66433 0.53916 -0.345
52172.66525 0.53933 -0.344
52172.66617 0.53950 -0.338
52172.66710 0.53967 -0.338
52172.66803 0.53984 -0.340
52172.66893 0.54000 -0.342
52172.66985 0.54017 -0.346
52172.67077 0.54033 -0.340
52172.67169 0.54050 -0.342
52172.67261 0.54067 -0.343
52172.67352 0.54083 -0.347
52172.67444 0.54100 -0.338
52172.67537 0.54117 -0.335
52172.67629 0.54134 -0.339
52172.67720 0.54150 -0.340
52172.67813 0.54167 -0.339
52172.67904 0.54184 -0.331
52172.67996 0.54200 -0.338
52172.68088 0.54217 -0.343
52172.68180 0.54234 -0.348
52172.68271 0.54250 -0.345
52172.68364 0.54267 -0.339
52172.68454 0.54284 -0.338
52172.68547 0.54300 -0.343
52172.68638 0.54317 -0.344
52172.68731 0.54334 -0.340
52172.68822 0.54350 -0.351
52172.68917 0.54368 -0.343
52172.69007 0.54384 -0.345
52172.69099 0.54401 -0.347
52172.69191 0.54417 -0.338
52172.69283 0.54434 -0.350
52172.69375 0.54451 -0.349
52172.69467 0.54468 -0.351
52172.69560 0.54484 -0.350
52172.69651 0.54501 -0.349
52172.69742 0.54517 -0.354
52172.69837 0.54535 -0.339
52172.69930 0.54552 -0.359
52172.70022 0.54568 -0.342
52172.70115 0.54585 -0.336
52172.70207 0.54602 -0.338
52172.70299 0.54619 -0.343
52172.70391 0.54635 -0.342
52172.70483 0.54652 -0.347
52172.70577 0.54669 -0.341
52172.70668 0.54686 -0.339
52172.70761 0.54703 -0.333
52172.70945 0.54736 -0.336
52172.71036 0.54753 -0.337
52172.81644 0.56679 -0.344
52172.81737 0.56696 -0.342
52172.81829 0.56713 -0.317
52172.81921 0.56730 -0.324
52172.82014 0.56747 -0.342
52172.82107 0.56763 -0.334
52172.82200 0.56780 -0.332
52172.82291 0.56797 -0.330
52172.82385 0.56814 -0.323
52172.82478 0.56831 -0.332
52172.82568 0.56847 -0.340
52172.82661 0.56864 -0.339
52172.82753 0.56881 -0.336
52172.82846 0.56898 -0.346
52172.82937 0.56914 -0.332
52172.83029 0.56931 -0.336
52172.83122 0.56948 -0.340
52172.83214 0.56964 -0.330
52172.83305 0.56981 -0.344
52172.83398 0.56998 -0.329
52172.83489 0.57014 -0.337
52172.83581 0.57031 -0.340
52177.76360 0.46538 -0.332
52177.76453 0.46555 -0.336
52177.76544 0.46572 -0.323
52177.76637 0.46589 -0.339
52177.76728 0.46605 -0.338
52177.76821 0.46622 -0.332
52177.76912 0.46639 -0.338
52177.77005 0.46655 -0.337
52177.77095 0.46672 -0.336
52177.77189 0.46689 -0.335
52177.77279 0.46705 -0.340
52177.77372 0.46722 -0.323
52177.77463 0.46739 -0.340
52177.77556 0.46756 -0.346
52177.77647 0.46772 -0.336
52177.77740 0.46789 -0.332
52177.77834 0.46806 -0.336
52177.77925 0.46823 -0.321
52177.78018 0.46839 -0.332
52177.78109 0.46856 -0.340
52177.78200 0.46872 -0.330
52177.78293 0.46889 -0.319
52177.78385 0.46906 -0.336
52177.78477 0.46923 -0.330
52177.78569 0.46940 -0.333
52177.78660 0.46956 -0.338
52177.78753 0.46973 -0.319
52177.78844 0.46989 -0.325
52177.79028 0.47023 -0.326
52177.79119 0.47039 -0.332
52177.79212 0.47056 -0.332
52177.79304 0.47073 -0.326
52177.79396 0.47090 -0.324
52177.79488 0.47106 -0.325
52177.79580 0.47123 -0.328
52177.79673 0.47140 -0.322
52177.79764 0.47157 -0.322
52177.79857 0.47173 -0.316
52177.79949 0.47190 -0.314
52177.80041 0.47207 -0.309
52177.80133 0.47224 -0.317
52177.80226 0.47240 -0.307
52177.80317 0.47257 -0.316
52177.80409 0.47274 -0.316
52177.80501 0.47290 -0.312
52177.80593 0.47307 -0.306
52177.80687 0.47324 -0.312
52177.80778 0.47341 -0.299
52177.80871 0.47358 -0.304
52177.80962 0.47374 -0.302
52177.81054 0.47391 -0.289
52177.81145 0.47407 -0.287
52177.81239 0.47424 -0.295
52177.81331 0.47441 -0.285
52177.81424 0.47458 -0.287
52177.81515 0.47475 -0.259
52177.81608 0.47492 -0.280
52177.81701 0.47508 -0.264
52177.81792 0.47525 -0.287
52177.81885 0.47542 -0.269
52177.81977 0.47559 -0.279
52177.82070 0.47575 -0.279
52177.82160 0.47592 -0.267
52177.82251 0.47608 -0.267
52177.82344 0.47625 -0.282
52177.82437 0.47642 -0.259
52177.82528 0.47659 -0.272
52177.82620 0.47675 -0.263
52177.82711 0.47692 -0.264
52177.82802 0.47708 -0.257
52177.82895 0.47725 -0.262
52177.82986 0.47742 -0.257
52177.83079 0.47759 -0.249
52177.83170 0.47775 -0.255
52177.83262 0.47792 -0.247
52177.83355 0.47809 -0.252
52177.83449 0.47826 -0.250
52177.83537 0.47842 -0.245
52177.83630 0.47859 -0.240
52177.83815 0.47892 -0.221
52177.83908 0.47909 -0.223
52177.84000 0.47926 -0.231
52177.84092 0.47943 -0.217
52177.84183 0.47959 -0.221
52177.84276 0.47976 -0.199
52177.84367 0.47993 -0.213
52177.84460 0.48010 -0.197
52177.84551 0.48026 -0.216
52177.84645 0.48043 -0.194
52177.84736 0.48060 -0.208
52177.84828 0.48076 -0.183
52177.84921 0.48093 -0.174
52177.85011 0.48110 -0.195
52177.85102 0.48126 -0.197
52177.85195 0.48143 -0.183
52177.85286 0.48160 -0.187
52177.85379 0.48176 -0.181
52177.85469 0.48193 -0.168
52177.85562 0.48210 -0.189
52177.85652 0.48226 -0.175
52177.85745 0.48243 -0.171
52177.85837 0.48260 -0.177
52177.85929 0.48276 -0.177
52177.86020 0.48293 -0.142
52177.86110 0.48309 -0.170
52177.86203 0.48326 -0.153
52177.86294 0.48343 -0.142
52177.86386 0.48359 -0.158
52177.86478 0.48376 -0.140
52177.86571 0.48393 -0.140
52177.86662 0.48410 -0.158
52177.86754 0.48426 -0.150
52177.86846 0.48443 -0.141
52177.86938 0.48460 -0.137
52177.87029 0.48476 -0.128
52177.87121 0.48493 -0.126
52177.87213 0.48510 -0.131
52177.87308 0.48527 -0.130
52177.87400 0.48544 -0.116
52177.87491 0.48560 -0.126
52177.87584 0.48577 -0.115
52177.87675 0.48594 -0.103
52177.87767 0.48610 -0.114
52177.87858 0.48627 -0.119
52177.87951 0.48644 -0.100
52177.88041 0.48660 -0.105
52177.88134 0.48677 -0.104
52177.88225 0.48693 -0.091
52177.88316 0.48710 -0.098
52177.88408 0.48727 -0.085
52177.88500 0.48743 -0.089
52177.88591 0.48760 -0.094
52177.88682 0.48776 -0.088
52177.88776 0.48793 -0.083
52177.88867 0.48810 -0.076
52177.88960 0.48827 -0.074
52177.89053 0.48844 -0.077
52177.89144 0.48860 -0.066
52177.89237 0.48877 -0.058
52177.89328 0.48894 -0.064
52177.89422 0.48911 -0.067
52177.89516 0.48928 -0.054
52177.89607 0.48944 -0.054
52177.89700 0.48961 -0.059
52177.89792 0.48978 -0.051
52177.89884 0.48995 -0.045
52177.90068 0.49028 -0.039
52177.90159 0.49045 -0.036
52177.90250 0.49061 -0.029
52177.90345 0.49078 -0.031
52177.90440 0.49096 -0.030
52177.90532 0.49112 -0.020
52177.90624 0.49129 -0.025
52177.90717 0.49146 -0.032
52177.90808 0.49163 -0.016
52177.90900 0.49179 -0.019
52177.90994 0.49196 -0.010
52177.91085 0.49213 -0.013
52177.91176 0.49229 -0.006
52177.91269 0.49246 -0.005
52177.91360 0.49263 -0.010
52177.91452 0.49280 -0.007
52177.91546 0.49297 -0.006
52177.91638 0.49313 -0.007
52177.91730 0.49330  0.011
52177.91823 0.49347 -0.001
52177.91915 0.49364 -0.001
52177.92009 0.49381  0.014
52177.92100 0.49397  0.006
52177.92194 0.49414  0.008
52177.92286 0.49431  0.004
52177.92378 0.49448  0.009
52177.92469 0.49464 -0.006
52177.92562 0.49481  0.008
52177.92653 0.49498  0.011
52177.92747 0.49515  0.007
52177.92838 0.49531  0.001
52177.92930 0.49548 -0.010
52177.93023 0.49565  0.008
52177.93113 0.49581  0.005
52177.93205 0.49598  0.005
52177.93297 0.49615  0.011
52177.93388 0.49631 -0.013
52177.93480 0.49648  0.003
52177.93572 0.49665 -0.003
52177.93664 0.49681 -0.007
52177.93756 0.49698  0.012
52177.93849 0.49715 -0.002
52177.93939 0.49731  0.012
52177.94032 0.49748  0.013
52177.94123 0.49765  0.014
52177.94215 0.49781  0.021
52177.94307 0.49798  0.025
52177.94399 0.49815  0.011
52177.94490 0.49831  0.016
52177.94583 0.49848  0.006
52177.94674 0.49865  0.004
52177.94766 0.49881  0.003
52177.94857 0.49898  0.005
52177.94950 0.49915  0.004
52177.95041 0.49931 -0.002
52177.95136 0.49949  0.001
52177.95320 0.49982  0.016
52177.95410 0.49998  0.004
52177.95503 0.50015  0.012
52177.95594 0.50032  0.008
52177.95686 0.50049  0.018
52177.95778 0.50065  0.021
52177.95871 0.50082  0.014
52177.95962 0.50099  0.020
52177.96054 0.50115  0.001
52180.53872 0.96945 -0.331
52180.53965 0.96962 -0.330
52180.54054 0.96978 -0.339
52180.54149 0.96995 -0.337
52180.54241 0.97012 -0.333
52180.54333 0.97029 -0.327
52180.54426 0.97045 -0.326
52180.54516 0.97062 -0.323
52180.54608 0.97079 -0.315
52180.54700 0.97095 -0.315
52180.54791 0.97112 -0.319
52180.54883 0.97128 -0.335
52180.54975 0.97145 -0.312
52180.55069 0.97162 -0.313
52180.55162 0.97179 -0.318
52180.55253 0.97196 -0.315
52180.55346 0.97213 -0.308
52180.55438 0.97229 -0.303
52180.55531 0.97246 -0.291
52180.55622 0.97263 -0.301
52180.55715 0.97280 -0.296
52180.55806 0.97296 -0.299
52180.55898 0.97313 -0.301
52180.55989 0.97329 -0.310
52180.56082 0.97346 -0.300
52180.56174 0.97363 -0.290
52180.56266 0.97380 -0.295
52180.56357 0.97396 -0.297
52180.56449 0.97413 -0.285
52180.56541 0.97430 -0.287
52180.56633 0.97446 -0.292
52180.56724 0.97463 -0.287
52180.56817 0.97480 -0.279
52180.56909 0.97496 -0.279
52180.57002 0.97513 -0.274
52180.57096 0.97530 -0.271
52180.57187 0.97547 -0.258
52180.57280 0.97564 -0.267
52180.57372 0.97581 -0.260
52180.57464 0.97597 -0.258
52180.57556 0.97614 -0.256
52180.57648 0.97631 -0.248
52180.57740 0.97647 -0.245
52180.57834 0.97665 -0.244
52180.57926 0.97681 -0.238
52180.58018 0.97698 -0.238
52180.58110 0.97715 -0.247
52180.58202 0.97731 -0.248
52180.58294 0.97748 -0.230
52180.58385 0.97765 -0.232
52180.58478 0.97781 -0.233
52180.58569 0.97798 -0.233
52180.58663 0.97815 -0.219
52180.58754 0.97832 -0.239
52180.58847 0.97849 -0.222
52180.58938 0.97865 -0.220
52180.59031 0.97882 -0.216
52180.59124 0.97899 -0.207
52180.59216 0.97916 -0.213
52180.59309 0.97932 -0.199
52180.59400 0.97949 -0.201
52180.59493 0.97966 -0.211
52180.59585 0.97983 -0.200
52180.59677 0.97999 -0.191
52180.59768 0.98016 -0.176
52180.59861 0.98033 -0.188
52180.59952 0.98049 -0.180
52180.60044 0.98066 -0.172
52180.60136 0.98083 -0.173
52180.60229 0.98100 -0.174
52180.60323 0.98117 -0.168
52180.60414 0.98133 -0.163
52180.60507 0.98150 -0.164
52180.60599 0.98167 -0.163
52180.60692 0.98184 -0.156
52180.60882 0.98218 -0.144
52180.60973 0.98235 -0.138
52180.61065 0.98251 -0.141
52180.61156 0.98268 -0.142
52180.61249 0.98285 -0.136
52180.61340 0.98301 -0.135
52180.61433 0.98318 -0.127
52180.61528 0.98335 -0.138
52180.61619 0.98352 -0.121
52180.61713 0.98369 -0.118
52180.61804 0.98386 -0.110
52180.61897 0.98402 -0.108
52180.61989 0.98419 -0.109
52180.62082 0.98436 -0.095
52180.62173 0.98453 -0.104
52180.62265 0.98469 -0.091
52180.62357 0.98486 -0.095
52180.62451 0.98503 -0.076
52180.62543 0.98520 -0.079
52180.62634 0.98536 -0.082
52180.62727 0.98553 -0.069
52180.62820 0.98570 -0.059
52180.62912 0.98587 -0.065
52180.63004 0.98604 -0.059
52180.63096 0.98620 -0.054
52180.63188 0.98637 -0.051
52180.63282 0.98654 -0.050
52180.63374 0.98671 -0.041
52180.63465 0.98687 -0.038
