    HJD      Phase   Vdmag
52607.58781 0.53757 -0.354
52607.58888 0.53776 -0.348
52607.58995 0.53796 -0.347
52607.59104 0.53815 -0.344
52607.59211 0.53835 -0.344
52607.59318 0.53854 -0.349
52607.59425 0.53874 -0.351
52607.59533 0.53893 -0.345
52607.59639 0.53913 -0.351
52607.59749 0.53933 -0.344
52607.59856 0.53952 -0.353
52607.59962 0.53971 -0.341
52607.60072 0.53991 -0.349
52607.60180 0.54011 -0.353
52607.60286 0.54030 -0.348
52607.60395 0.54050 -0.350
52607.60502 0.54069 -0.355
52607.60609 0.54089 -0.347
52607.60718 0.54109 -0.352
52607.60825 0.54128 -0.352
52607.60931 0.54147 -0.352
52607.61040 0.54167 -0.348
52607.61149 0.54187 -0.342
52607.61255 0.54206 -0.345
52607.61363 0.54226 -0.355
52607.61471 0.54245 -0.349
52607.61577 0.54265 -0.351
52607.61687 0.54285 -0.354
52607.61794 0.54304 -0.353
52607.61901 0.54323 -0.345
52607.62009 0.54343 -0.347
52607.62115 0.54362 -0.348
52607.62223 0.54382 -0.351
52607.62440 0.54421 -0.347
52607.62547 0.54441 -0.346
52607.62655 0.54460 -0.346
52607.62762 0.54480 -0.354
52607.62870 0.54499 -0.343
52607.62978 0.54519 -0.351
52607.63084 0.54538 -0.348
52607.63192 0.54558 -0.353
52607.63301 0.54578 -0.349
52607.63409 0.54597 -0.356
52607.63515 0.54617 -0.351
52607.63624 0.54636 -0.352
52607.63729 0.54655 -0.347
52607.63836 0.54675 -0.362
52607.63947 0.54695 -0.346
52607.64054 0.54715 -0.350
52607.64161 0.54734 -0.347
52607.64270 0.54754 -0.352
52607.64378 0.54773 -0.348
52607.64483 0.54792 -0.349
52607.64592 0.54812 -0.355
52607.64699 0.54832 -0.352
52607.64806 0.54851 -0.343
52607.64916 0.54871 -0.350
52607.65022 0.54890 -0.353
52607.65130 0.54910 -0.343
52607.65239 0.54930 -0.353
52607.65346 0.54949 -0.348
52607.65453 0.54969 -0.350
52607.65560 0.54988 -0.344
52607.65667 0.55007 -0.347
52607.65775 0.55027 -0.347
52607.65883 0.55047 -0.350
52607.65992 0.55067 -0.348
52607.66099 0.55086 -0.349
52607.66207 0.55106 -0.347
52607.66314 0.55125 -0.346
52607.66422 0.55145 -0.354
52607.66530 0.55164 -0.345
52607.66637 0.55184 -0.350
52607.66743 0.55203 -0.354
52609.71140 0.92329 -0.338
52609.71250 0.92349 -0.336
52609.71359 0.92369 -0.342
52609.71464 0.92388 -0.333
52609.71573 0.92408 -0.343
52609.71680 0.92427 -0.335
52609.71787 0.92447 -0.339
52609.71896 0.92466 -0.339
52609.72002 0.92486 -0.339
52609.72110 0.92505 -0.341
52609.72218 0.92525 -0.333
52609.72327 0.92545 -0.341
52609.72434 0.92564 -0.335
52609.72541 0.92584 -0.330
52609.72650 0.92603 -0.343
52609.72756 0.92623 -0.331
52609.72864 0.92642 -0.349
52609.72971 0.92662 -0.340
52609.73078 0.92681 -0.335
52615.49377 0.97359 -0.297
52615.49489 0.97379 -0.294
52615.49596 0.97398 -0.289
52615.49706 0.97418 -0.287
52615.49812 0.97438 -0.288
52615.49919 0.97457 -0.285
52615.50027 0.97477 -0.274
52615.50136 0.97496 -0.279
52615.50243 0.97516 -0.272
52615.50351 0.97536 -0.274
52615.50457 0.97555 -0.273
52615.50563 0.97574 -0.269
52615.50674 0.97594 -0.270
52615.50781 0.97614 -0.255
52615.50887 0.97633 -0.256
52615.50995 0.97652 -0.249
52615.51104 0.97672 -0.256
52615.51210 0.97692 -0.248
52615.51320 0.97712 -0.249
52615.51427 0.97731 -0.247
52615.51533 0.97750 -0.239
52615.51643 0.97770 -0.247
52615.51749 0.97789 -0.245
52615.51856 0.97809 -0.241
52615.51966 0.97829 -0.220
52615.52072 0.97848 -0.238
52615.52179 0.97868 -0.222
52615.52288 0.97887 -0.223
52615.52395 0.97907 -0.217
52615.52503 0.97926 -0.206
52615.52611 0.97946 -0.201
52615.52719 0.97966 -0.201
52615.52825 0.97985 -0.193
52615.52933 0.98004 -0.187
52615.53041 0.98024 -0.183
52615.53148 0.98044 -0.180
52615.53255 0.98063 -0.178
52615.53364 0.98083 -0.174
52615.53470 0.98102 -0.171
52615.53578 0.98122 -0.166
52615.53687 0.98141 -0.158
52615.53792 0.98161 -0.160
52615.53903 0.98181 -0.158
52615.54009 0.98200 -0.157
52615.54117 0.98220 -0.146
52615.54225 0.98239 -0.139
52615.54334 0.98259 -0.139
52615.54439 0.98278 -0.133
52615.54549 0.98298 -0.131
52615.54656 0.98317 -0.127
52615.54762 0.98337 -0.121
52615.54872 0.98357 -0.118
52615.54978 0.98376 -0.106
52615.55085 0.98395 -0.111
52615.55193 0.98415 -0.103
52615.55301 0.98435 -0.096
52615.55409 0.98454 -0.093
52615.55518 0.98474 -0.102
52615.55623 0.98493 -0.081
52615.55731 0.98513 -0.088
52615.55840 0.98533 -0.083
52615.55948 0.98552 -0.072
52615.56054 0.98571 -0.075
52615.56162 0.98591 -0.054
52615.56271 0.98611 -0.058
52615.56377 0.98630 -0.052
52615.56485 0.98650 -0.051
52615.56593 0.98669 -0.044
52615.56698 0.98688 -0.044
52615.56808 0.98708 -0.026
52615.56917 0.98728 -0.033
52615.57022 0.98747 -0.023
52615.57131 0.98767 -0.019
52615.57239 0.98787 -0.015
52615.57345 0.98806 -0.011
52615.57453 0.98825  0.000
52615.57668 0.98865  0.007
52615.57778 0.98885  0.009
52615.57883 0.98904  0.024
52615.57992 0.98923  0.026
52615.58101 0.98943  0.020
52615.58207 0.98962  0.028
52615.58313 0.98982  0.034
52615.58424 0.99002  0.044
52615.58529 0.99021  0.046
52615.58636 0.99040  0.055
52615.58745 0.99060  0.062
52615.58853 0.99080  0.058
52615.58959 0.99099  0.074
52615.59069 0.99119  0.079
52615.59177 0.99139  0.072
52615.59283 0.99158  0.078
52615.59391 0.99178  0.089
52615.59500 0.99197  0.096
52615.59607 0.99217  0.100
52615.59716 0.99237  0.108
52615.59822 0.99256  0.117
52615.59928 0.99275  0.117
52615.60036 0.99295  0.122
52615.60145 0.99314  0.121
52615.60251 0.99334  0.127
52615.60360 0.99354  0.140
52615.60468 0.99373  0.130
52615.60574 0.99392  0.143
52615.60683 0.99412  0.141
52615.60792 0.99432  0.148
52615.60897 0.99451  0.142
52615.61006 0.99471  0.155
52615.61115 0.99491  0.153
52615.61221 0.99510  0.156
52615.61329 0.99530  0.157
52615.61438 0.99549  0.165
52615.61543 0.99568  0.169
52615.61652 0.99588  0.167
52615.61761 0.99608  0.167
52615.61866 0.99627  0.157
52615.61975 0.99647  0.164
52615.62081 0.99666  0.168
52615.62189 0.99686  0.169
52615.62299 0.99706  0.168
52615.62405 0.99725  0.173
52615.62512 0.99744  0.162
52615.62620 0.99764  0.168
52615.62729 0.99784  0.162
52615.62835 0.99803  0.176
52615.62942 0.99823  0.177
52615.63049 0.99842  0.168
52615.63157 0.99862  0.173
52615.63266 0.99881  0.172
52615.63375 0.99901  0.181
52615.63482 0.99921  0.166
52615.63590 0.99940  0.169
52615.63696 0.99959  0.182
52615.63802 0.99979  0.170
52615.63913 0.99999  0.162
52615.64020 0.00018  0.173
52615.64126 0.00038  0.171
52615.64235 0.00057  0.167
52615.64343 0.00077  0.173
52615.64448 0.00096  0.172
52615.64559 0.00116  0.166
52615.64664 0.00135  0.174
52615.64772 0.00155  0.174
52615.64881 0.00175  0.174
52615.64990 0.00194  0.179
52615.65095 0.00214  0.167
52615.65204 0.00233  0.173
52615.65311 0.00253  0.168
52615.65418 0.00272  0.170
52615.65525 0.00292  0.171
52615.65634 0.00311  0.168
52615.65740 0.00331  0.171
52615.65851 0.00351  0.164
52615.65957 0.00370  0.167
52615.66062 0.00389  0.156
52615.66174 0.00410  0.157
52615.66279 0.00429  0.163
52615.66387 0.00448  0.153
52615.66494 0.00468  0.163
52615.66603 0.00487  0.164
52615.66708 0.00507  0.153
52615.66819 0.00527  0.150
52615.66927 0.00546  0.158
52615.67033 0.00566  0.153
52615.67141 0.00585  0.149
52615.67249 0.00605  0.138
52615.67355 0.00624  0.131
52615.67463 0.00644  0.130
52615.67572 0.00663  0.131
52615.67678 0.00683  0.123
52615.67786 0.00702  0.129
52615.67896 0.00722  0.118
52615.68001 0.00741  0.111
52615.68110 0.00761  0.114
52615.68216 0.00780  0.101
52615.68324 0.00800  0.090
52615.68433 0.00820  0.085
52615.68538 0.00839  0.096
52615.68647 0.00859  0.089
52615.68756 0.00879  0.082
52615.68863 0.00898  0.067
52615.68970 0.00917  0.072
52615.69077 0.00937  0.064
52615.69186 0.00957  0.057
52615.69293 0.00976  0.060
52615.69400 0.00996  0.042
52615.69509 0.01015  0.045
52615.69616 0.01035  0.035
52615.69831 0.01074  0.030
52615.69940 0.01094  0.025
52615.70048 0.01113  0.012
52615.70155 0.01133  0.019
52615.70260 0.01152 -0.004
52615.70371 0.01172  0.000
52615.70478 0.01191 -0.012
52615.70584 0.01211 -0.018
52615.70692 0.01230 -0.008
52615.70801 0.01250 -0.024
52615.70906 0.01269 -0.024
52615.71016 0.01289 -0.028
52615.71122 0.01308 -0.032
52615.71230 0.01328 -0.041
52615.71339 0.01348 -0.046
52615.71446 0.01367 -0.041
52615.71553 0.01387 -0.052
52615.71661 0.01406 -0.065
52615.71771 0.01426 -0.072
52615.71876 0.01445 -0.067
52615.71986 0.01465 -0.081
52615.72092 0.01484 -0.083
52615.72198 0.01504 -0.088
52615.72306 0.01523 -0.099
52615.72415 0.01543 -0.091
52615.72520 0.01562 -0.103
52615.72632 0.01583 -0.112
52615.72737 0.01602 -0.107
52615.72845 0.01621 -0.118
52615.72953 0.01641 -0.117
52615.73060 0.01660 -0.116
52615.73166 0.01680 -0.129
52615.73275 0.01699 -0.126
52615.73384 0.01719 -0.137
52615.73490 0.01738 -0.144
52615.73600 0.01758 -0.147
52615.73706 0.01778 -0.150
52615.73812 0.01797 -0.149
52615.73921 0.01817 -0.157
52615.74030 0.01836 -0.158
52615.74135 0.01856 -0.173
52615.74246 0.01876 -0.167
52615.74351 0.01895 -0.179
52615.74568 0.01934 -0.181
52615.74677 0.01954 -0.177
52615.74782 0.01973 -0.188
52615.74891 0.01993 -0.196
52615.74998 0.02012 -0.192
52615.75105 0.02032 -0.211
52624.52322 0.61367 -0.356
52624.52432 0.61387 -0.353
52624.52539 0.61407 -0.348
52624.52646 0.61426 -0.348
52624.52755 0.61446 -0.351
52624.52861 0.61465 -0.346
52624.52968 0.61485 -0.350
52624.53077 0.61504 -0.347
52624.53186 0.61524 -0.355
52624.53292 0.61543 -0.341
52624.53674 0.61613 -0.339
52624.53785 0.61633 -0.357
52624.53894 0.61653 -0.350
52624.53999 0.61672 -0.354
52624.54107 0.61691 -0.352
52624.54214 0.61711 -0.351
52640.49944 0.51555 -0.149
52640.50056 0.51576 -0.152
52640.50270 0.51614 -0.168
52640.50378 0.51634 -0.166
52640.50487 0.51654 -0.165
52640.50592 0.51673 -0.165
52640.50702 0.51693 -0.178
52640.50808 0.51712 -0.186
52640.50916 0.51732 -0.184
52640.51024 0.51751 -0.186
52640.51131 0.51771 -0.192
52640.51238 0.51790 -0.196
52640.51348 0.51810 -0.200
52640.51455 0.51830 -0.197
52640.51561 0.51849 -0.193
52640.51670 0.51869 -0.204
52640.51778 0.51888 -0.212
52640.51884 0.51908 -0.207
52640.51994 0.51928 -0.219
52640.52099 0.51947 -0.217
52640.52208 0.51966 -0.229
52640.52315 0.51986 -0.229
52640.52423 0.52006 -0.225
52640.52529 0.52025 -0.229
52640.52639 0.52045 -0.242
52640.52747 0.52064 -0.234
52640.52852 0.52083 -0.239
52640.52960 0.52103 -0.237
52640.53068 0.52123 -0.239
52640.53175 0.52142 -0.255
52640.53284 0.52162 -0.248
52640.53392 0.52182 -0.254
52640.53499 0.52201 -0.259
52640.53607 0.52221 -0.267
52640.53715 0.52240 -0.262
52640.53822 0.52260 -0.257
52640.53930 0.52279 -0.261
52640.54037 0.52299 -0.271
52640.54145 0.52318 -0.267
52640.54253 0.52338 -0.273
52640.54361 0.52358 -0.273
52640.54467 0.52377 -0.272
52640.54576 0.52397 -0.276
52640.54683 0.52416 -0.291
52640.54791 0.52436 -0.292
52640.54900 0.52455 -0.279
52640.55007 0.52475 -0.285
52640.55113 0.52494 -0.287
52640.55220 0.52514 -0.292
52640.55329 0.52533 -0.299
52640.55436 0.52553 -0.311
52640.55543 0.52572 -0.296
52640.55652 0.52592 -0.301
52640.55758 0.52611 -0.313
52640.55868 0.52631 -0.295
52640.55976 0.52651 -0.318
52640.56081 0.52670 -0.312
52640.56189 0.52690 -0.322
52640.56297 0.52709 -0.312
52640.56405 0.52729 -0.326
52640.56513 0.52748 -0.323
52640.56622 0.52768 -0.331
52640.56727 0.52787 -0.328
52640.56835 0.52807 -0.336
52640.56944 0.52827 -0.329
52640.57051 0.52846 -0.325
52640.57160 0.52866 -0.330
52640.57268 0.52886 -0.327
52640.57373 0.52905 -0.334
52640.57481 0.52924 -0.341
52640.57589 0.52944 -0.338
52640.57697 0.52964 -0.342
52640.57806 0.52983 -0.343
52640.57913 0.53003 -0.333
52640.58019 0.53022 -0.337
52640.58129 0.53042 -0.352
52640.58236 0.53061 -0.351
52640.58343 0.53081 -0.353
52640.58450 0.53100 -0.355
52640.58557 0.53120 -0.349
52640.58666 0.53140 -0.353
52640.58773 0.53159 -0.357
52640.58882 0.53179 -0.354
52640.58987 0.53198 -0.358
52640.59095 0.53217 -0.351
52640.59204 0.53237 -0.343
52640.59311 0.53257 -0.349
52640.59418 0.53276 -0.350
52640.59527 0.53296 -0.350
52640.59632 0.53315 -0.357
52640.59743 0.53335 -0.353
52640.59848 0.53354 -0.351
52640.59957 0.53374 -0.361
52640.60065 0.53394 -0.355
52640.60172 0.53413 -0.351
52640.60279 0.53432 -0.352
52640.60388 0.53452 -0.347
52640.60495 0.53472 -0.350
52640.60601 0.53491 -0.346
52640.60712 0.53511 -0.350
52640.60819 0.53531 -0.346
52640.60925 0.53550 -0.362
52640.61034 0.53570 -0.360
52640.61141 0.53589 -0.354
52640.61249 0.53609 -0.361
52640.61356 0.53628 -0.347
52640.61464 0.53648 -0.338
52640.61569 0.53667 -0.345
52640.61681 0.53687 -0.347
52640.61786 0.53706 -0.345
52640.61895 0.53726 -0.342
52640.62002 0.53745 -0.341
52640.62111 0.53765 -0.349
52640.62216 0.53784 -0.349
52640.62326 0.53804 -0.343
52640.62434 0.53824 -0.345
52640.62539 0.53843 -0.350
52640.62649 0.53863 -0.352
52640.62757 0.53883 -0.346
52640.62862 0.53902 -0.344
52640.62973 0.53922 -0.350
52640.63079 0.53941 -0.350
52640.63186 0.53961 -0.363
52640.63293 0.53980 -0.357
52640.63403 0.54000 -0.342
52640.63508 0.54019 -0.351
52640.63617 0.54039 -0.340
52640.63724 0.54058 -0.340
52640.63831 0.54078 -0.344
52640.63938 0.54097 -0.344
52640.64046 0.54117 -0.347
52640.64155 0.54137 -0.352
52640.64261 0.54156 -0.339
52640.64369 0.54175 -0.352
52640.64477 0.54195 -0.337
52640.64584 0.54214 -0.353
52640.64693 0.54234 -0.340
52640.64800 0.54254 -0.344
52640.64907 0.54273 -0.340
52640.65016 0.54293 -0.353
52640.65231 0.54332 -0.345
52640.65339 0.54352 -0.356
52640.65446 0.54371 -0.346
52640.65554 0.54391 -0.360
52640.65662 0.54410 -0.354
52640.65768 0.54429 -0.373
52640.65877 0.54449 -0.348
52640.65985 0.54469 -0.355
52640.66092 0.54488 -0.364
52640.66200 0.54508 -0.343
52640.66309 0.54528 -0.341
52640.66414 0.54547 -0.351
52640.66523 0.54567 -0.362
52640.66628 0.54586 -0.372
52799.79040 0.44876 -0.346
52799.79151 0.44896 -0.345
52799.79259 0.44916 -0.315
52799.79366 0.44935 -0.344
52799.79473 0.44955 -0.338
52799.79581 0.44974 -0.347
52799.79687 0.44994 -0.324
52799.79797 0.45014 -0.334
52799.79906 0.45033 -0.346
52799.80011 0.45052 -0.337
52799.80120 0.45072 -0.329
52799.80227 0.45092 -0.340
52799.80333 0.45111 -0.319
52799.80443 0.45131 -0.336
52799.80550 0.45150 -0.325
52799.80656 0.45170 -0.339
52799.80765 0.45189 -0.334
52799.80873 0.45209 -0.329
52799.80979 0.45228 -0.312
52799.81089 0.45248 -0.332
52799.81195 0.45267 -0.324
52799.81302 0.45287 -0.338
52799.81413 0.45307 -0.329
52799.81520 0.45327 -0.347
52799.81626 0.45346 -0.330
52799.81735 0.45366 -0.332
52799.81841 0.45385 -0.334
52799.81948 0.45404 -0.332
52799.82058 0.45424 -0.333
52799.82164 0.45443 -0.334
52799.82381 0.45483 -0.327
52799.82595 0.45522 -0.321
52799.82704 0.45542 -0.331
52799.82809 0.45561 -0.329
52799.82918 0.45580 -0.333
52799.83027 0.45600 -0.335
52799.83134 0.45620 -0.326
52799.83241 0.45639 -0.343
52799.83350 0.45659 -0.334
52799.83457 0.45678 -0.331
52799.83564 0.45698 -0.337
52813.87537 0.00712  0.125
52813.87632 0.00729  0.115
52813.87729 0.00747  0.104
52813.87824 0.00764  0.120
52813.87920 0.00781  0.100
52813.88017 0.00799  0.112
52813.88112 0.00816  0.092
52813.88209 0.00834  0.097
52813.88305 0.00851  0.083
52813.88402 0.00869  0.086
52813.88495 0.00886  0.090
52813.88593 0.00904  0.068
52813.88688 0.00921  0.066
52813.88784 0.00938  0.066
52813.88882 0.00956  0.052
52813.88975 0.00973  0.075
52813.89074 0.00991  0.057
52813.89169 0.01008  0.048
52813.89267 0.01026  0.055
52813.89362 0.01043  0.044
52813.89458 0.01061  0.019
52813.89553 0.01078  0.039
52813.89649 0.01096  0.038
52813.89746 0.01113  0.018
52813.89842 0.01131  0.022
52813.89940 0.01148  0.002
52813.90034 0.01165  0.001
52813.90131 0.01183  0.013
52813.90323 0.01218 -0.016
52813.90419 0.01235 -0.022
52813.90611 0.01270 -0.021
52813.90707 0.01288 -0.035
52813.90803 0.01305 -0.032
52813.90898 0.01322 -0.047
52813.90995 0.01340 -0.040
52813.91089 0.01357 -0.053
52813.91187 0.01375 -0.056
52813.91282 0.01392 -0.062
52813.91379 0.01410 -0.072
52813.91477 0.01428 -0.070
52813.91570 0.01444 -0.069
52813.91666 0.01462 -0.077
52813.91761 0.01479 -0.078
52813.91859 0.01497 -0.070
52813.91956 0.01515 -0.074
52813.92052 0.01532 -0.081
52813.92147 0.01549 -0.089
52824.72913 0.97857 -0.217
52824.73014 0.97875 -0.185
52824.73108 0.97892 -0.188
52824.73205 0.97910 -0.178
52824.73301 0.97927 -0.193
52824.73397 0.97945 -0.196
52824.73494 0.97962 -0.177
52824.73588 0.97979 -0.191
52824.73685 0.97997 -0.169
52824.73781 0.98015 -0.191
52824.73880 0.98032 -0.181
52824.73972 0.98049 -0.166
52824.74071 0.98067 -0.172
52824.74167 0.98085 -0.154
52824.74260 0.98102 -0.169
52824.74359 0.98119 -0.143
52824.74455 0.98137 -0.182
52824.74550 0.98154 -0.168
52824.74646 0.98172 -0.143
52824.74742 0.98189 -0.128
52824.74837 0.98206 -0.161
52824.74935 0.98224 -0.147
52824.75031 0.98242 -0.139
52824.75125 0.98259 -0.136
52824.75223 0.98276 -0.112
52824.75317 0.98294 -0.139
52824.75416 0.98311 -0.117
52824.75509 0.98328 -0.117
52824.75608 0.98346 -0.099
52824.75701 0.98363 -0.100
52824.75800 0.98381 -0.094
52824.75896 0.98399 -0.097
52824.75991 0.98416 -0.094
52824.76087 0.98433 -0.089
52824.76183 0.98451 -0.080
52824.76279 0.98468 -0.088
52824.76375 0.98486 -0.085
52824.76472 0.98503 -0.064
52824.76566 0.98520 -0.050
52824.76663 0.98538 -0.058
52824.76759 0.98555 -0.073
52824.76855 0.98573 -0.053
52824.76953 0.98591 -0.033
52824.77046 0.98608 -0.053
52824.77145 0.98626 -0.056
52824.77239 0.98643 -0.042
52824.77337 0.98660 -0.049
52824.77432 0.98678 -0.026
52824.77528 0.98695 -0.013
52824.77625 0.98713 -0.040
52824.77719 0.98730 -0.014
52824.77820 0.98748 -0.022
52824.77912 0.98765 -0.014
52824.78008 0.98782 -0.001
52824.78103 0.98800  0.003
52824.78200 0.98817 -0.001
52824.78296 0.98835  0.020
52824.78393 0.98852  0.020
52824.78489 0.98870  0.022
52824.78584 0.98887  0.011
52824.78682 0.98905  0.024
52824.78777 0.98922  0.021
52824.78873 0.98939  0.040
52824.78969 0.98957  0.029
52824.79065 0.98974  0.060
52824.79161 0.98992  0.050
52824.79258 0.99009  0.054
52824.79354 0.99027  0.061
52824.79450 0.99044  0.060
52824.79545 0.99061  0.050
52824.79641 0.99079  0.080
52824.79739 0.99097  0.088
52824.79832 0.99114  0.073
52824.79930 0.99131  0.082
52824.80026 0.99149  0.098
52824.80122 0.99166  0.082
52824.80218 0.99184  0.098
52824.80314 0.99201  0.084
52824.80410 0.99219  0.118
52824.80506 0.99236  0.122
52824.80604 0.99254  0.114
52824.80697 0.99271  0.119
52824.80795 0.99289  0.112
52824.80889 0.99306  0.122
52824.80988 0.99324  0.140
52824.81084 0.99341  0.129
52824.81176 0.99358  0.128
52824.81275 0.99376  0.136
52824.81371 0.99393  0.127
52824.81468 0.99411  0.143
52824.81562 0.99428  0.153
52824.81660 0.99446  0.163
52824.81754 0.99463  0.156
52824.81851 0.99480  0.163
52824.81947 0.99498  0.157
52824.82043 0.99515  0.160
52824.82140 0.99533  0.162
52824.82234 0.99550  0.165
52824.82333 0.99568  0.156
52824.82426 0.99585  0.168
52824.82524 0.99603  0.168
52824.82620 0.99620  0.169
52824.82716 0.99637  0.161
52824.82813 0.99655  0.177
52824.82908 0.99672  0.179
52824.83003 0.99690  0.155
52824.83099 0.99707  0.180
52824.83196 0.99725  0.169
52824.83292 0.99742  0.175
52824.83388 0.99760  0.181
52824.83484 0.99777  0.186
52824.83581 0.99795  0.180
52824.83678 0.99812  0.176
52824.83771 0.99829  0.183
52824.83870 0.99847  0.188
52824.83962 0.99864  0.175
52824.84061 0.99882  0.172
52824.84157 0.99899  0.177
52824.84253 0.99917  0.172
52824.84349 0.99934  0.175
52824.84445 0.99951  0.168
52824.84542 0.99969  0.178
52824.84636 0.99986  0.175
52824.84734 0.00004  0.178
52824.84828 0.00021  0.172
52824.84925 0.00039  0.166
52824.85021 0.00056  0.186
52824.85117 0.00074  0.177
52824.85212 0.00091  0.166
52824.85311 0.00109  0.181
52824.85406 0.00126  0.178
52824.85501 0.00143  0.181
52824.85599 0.00161  0.175
52824.85695 0.00179  0.182
52824.85790 0.00196  0.186
52824.85886 0.00213  0.160
52824.85983 0.00231  0.177
52824.86077 0.00248  0.168
52824.86175 0.00266  0.180
52824.86270 0.00283  0.171
52824.86366 0.00300  0.167
52824.86464 0.00318  0.182
52824.86557 0.00335  0.194
52824.86656 0.00353  0.170
52824.86751 0.00370  0.150
52824.86847 0.00388  0.175
52824.86943 0.00405  0.157
52824.87040 0.00423  0.163
52824.87137 0.00440  0.168
52824.87230 0.00457  0.162
52824.87327 0.00475  0.166
52824.87423 0.00492  0.162
52824.87519 0.00510  0.154
52824.87614 0.00527  0.156
52824.87713 0.00545  0.145
52824.87806 0.00562  0.159
52824.87905 0.00580  0.155
52824.88001 0.00597  0.133
52824.88094 0.00614  0.130
52824.88192 0.00632  0.146
52824.88287 0.00649  0.134
52824.88384 0.00667  0.139
52824.88479 0.00684  0.125
52824.88577 0.00702  0.129
52824.88670 0.00719  0.122
52824.88768 0.00737  0.114
52824.88864 0.00754  0.115
52824.88960 0.00772  0.114
52824.89055 0.00789  0.094
52824.89151 0.00806  0.116
52824.89250 0.00824  0.102
52824.89342 0.00841  0.096
52824.89441 0.00859  0.085
52824.89537 0.00876  0.091
52824.89632 0.00894  0.065
52824.89730 0.00911  0.074
52824.89823 0.00928  0.062
52824.89922 0.00946  0.065
52824.90015 0.00963  0.053
52824.90113 0.00981  0.048
52824.90208 0.00998  0.043
52824.90306 0.01016  0.049
52824.90399 0.01033  0.033
52824.90497 0.01051  0.048
52824.90593 0.01068  0.014
52824.90688 0.01085  0.018
52824.90787 0.01103  0.022
52824.90881 0.01121  0.013
52824.90978 0.01138  0.020
52824.91074 0.01156  0.009
52824.91170 0.01173  0.002
52824.91265 0.01190  0.000
52824.91363 0.01208 -0.013
52824.91459 0.01225 -0.019
52824.91552 0.01242 -0.026
52824.91651 0.01260 -0.019
52824.91746 0.01278 -0.029
52824.91842 0.01295 -0.024
52824.91937 0.01312 -0.021
52824.92036 0.01330 -0.033
52824.92129 0.01347 -0.037
52824.92228 0.01365 -0.022
52824.92324 0.01383 -0.036
52824.92416 0.01399 -0.041
52824.92515 0.01417 -0.040
52835.70892 0.97291 -0.287
52835.70993 0.97309 -0.286
52835.71086 0.97326 -0.317
52835.71185 0.97344 -0.302
52835.71281 0.97362 -0.310
52835.71376 0.97379 -0.294
52835.71473 0.97397 -0.274
52835.71569 0.97414 -0.289
52835.71664 0.97431 -0.279
52835.71760 0.97449 -0.279
52835.71856 0.97466 -0.274
52835.71951 0.97483 -0.280
52835.72050 0.97501 -0.276
52835.72146 0.97519 -0.255
52835.72240 0.97536 -0.263
52835.72339 0.97554 -0.259
52835.72433 0.97571 -0.243
52835.72530 0.97589 -0.247
52835.72624 0.97606 -0.229
52835.72721 0.97623 -0.260
52835.72818 0.97641 -0.254
52835.72914 0.97658 -0.238
52835.73009 0.97676 -0.231
52835.73105 0.97693 -0.241
52835.73202 0.97711 -0.227
52835.73297 0.97728 -0.223
52835.73393 0.97745 -0.231
52835.73488 0.97763 -0.231
52835.73587 0.97780 -0.220
52835.73683 0.97798 -0.216
52835.73778 0.97815 -0.224
52835.73876 0.97833 -0.228
52835.73969 0.97850 -0.224
52835.75683 0.98161 -0.137
52835.75781 0.98179 -0.155
52835.75876 0.98196 -0.131
52835.75972 0.98214 -0.162
52835.76071 0.98232 -0.129
52835.76164 0.98249 -0.144
52835.76263 0.98267 -0.134
52835.76356 0.98283 -0.108
52835.76455 0.98301 -0.123
52835.76551 0.98319 -0.138
52835.78984 0.98761 -0.016
52835.79082 0.98779 -0.021
52835.80281 0.98996  0.047
52835.80379 0.99014  0.057
52835.80477 0.99032  0.074
52835.80573 0.99049  0.048
52835.80667 0.99066  0.034
52835.80765 0.99084  0.064
52835.80861 0.99102  0.071
52835.80956 0.99119  0.097
52835.81052 0.99136  0.076
52835.81150 0.99154  0.073
52835.81243 0.99171  0.081
52835.81342 0.99189  0.107
52835.81438 0.99207  0.112
52835.81533 0.99224  0.107
52835.81630 0.99241  0.106
52835.81724 0.99258  0.101
52835.81822 0.99276  0.127
52835.81916 0.99293  0.112
52835.82014 0.99311  0.132
52835.82109 0.99328  0.121
52835.82205 0.99346  0.121
52835.82301 0.99363  0.119
52835.82397 0.99381  0.125
52835.82495 0.99399  0.128
52835.82588 0.99415  0.133
52835.82686 0.99433  0.147
52835.82782 0.99451  0.164
52835.82878 0.99468  0.170
52835.82973 0.99485  0.162
52835.83069 0.99503  0.153
52835.83167 0.99521  0.156
52835.83261 0.99538  0.175
52835.83358 0.99555  0.174
52835.83454 0.99573  0.161
52835.83551 0.99590  0.175
52835.83645 0.99607  0.163
52835.83743 0.99625  0.191
52835.83840 0.99643  0.183
52835.83934 0.99660  0.175
52835.84031 0.99678  0.166
52835.84125 0.99695  0.189
52835.84224 0.99713  0.181
52835.84318 0.99730  0.164
52835.84416 0.99747  0.174
52835.84511 0.99765  0.163
52835.84608 0.99782  0.150
52835.84703 0.99800  0.168
52835.84800 0.99817  0.151
52835.84896 0.99835  0.157
52835.84990 0.99852  0.150
52835.85088 0.99870  0.162
52835.85182 0.99887  0.160
52835.85279 0.99904  0.189
52835.85376 0.99922  0.188
52835.85472 0.99939  0.175
52835.85568 0.99957  0.182
52835.85664 0.99974  0.188
